PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,PARK_FACIL,BUILDTYPE,STREET,SALES_PRICE
P03942,Anna Nagar,1600,170,1,1,No,Commercial,Paved,18127850
P01831,Chrompet,1270,134,2,1,No,House,Paved,8572850
P08572,Chrompet,1150,195,1,1,No,Others,Paved,8882750
P04963,KK Nagar,2369,173,4,2,Yes,Commercial,Paved,19436960
P08645,Anna Nagar,1814,110,2,1,Yes,Commercial,No Access,20421310
P05582,T Nagar,1925,49,2,1,No,Commercial,Gravel,22499550
P06198,Karapakkam,1217,17,1,1,Yes,House,No Access,5710250
P00247,Anna Nagar,1668,40,1,1,No,House,Paved,10839370
P09822,Velachery,1668,15,2,1,Yes,Others,Gravel,10249920
P01749,Karapakkam,1435,81,2,2,Yes,Commercial,Paved,10813000
P02094,Adyar,762,16,1,1,No,Others,Paved,7283940
P03009,Velachery,1816,29,3,2,No,Others,Paved,9423970
P00159,Chrompet,1255,129,2,1,No,House,Gravel,10222950
P07003,KK Nagar,2011,193,3,2,Yes,Others,Gravel,12914980
P09990,Velachery,1874,154,3,2,Yes,Commercial,No Access,14057920
P09668,Velachery,1743,86,2,1,No,Commercial,Paved,12498160
P00694,Anna Nagar,1545,45,1,1,Yes,Commercial,No Access,19030440
P03516,Chrompet,782,195,1,1,Yes,Commercial,Paved,11934800
P04878,Karapakkam,1349,59,2,2,Yes,Others,Paved,7141125
P06009,KK Nagar,2443,118,4,2,No,House,Paved,11734800
P05481,KK Nagar,1696,35,2,1,Yes,House,Paved,9719120
P08803,Velachery,1727,5,2,1,No,Commercial,Gravel,13281650
P00611,Chrompet,813,103,1,1,Yes,House,Gravel,9512350
P00410,Anna Nagar,1998,20,2,1,Yes,Commercial,No Access,22401070
P02501,KK Nagar,1961,197,3,2,Yes,Others,Paved,12616740
P03080,KK Nagar,2298,106,4,2,No,Others,Paved,12631140
P06010,Karapakkam,1544,52,2,2,No,Commercial,Gravel,13846250
P05285,Anna Nagar,1930,158,2,1,No,Commercial,No Access,20695180
P07848,Adyar,642,72,1,1,Yes,House,Gravel,8121150
P06308,Chrompet,1066,120,1,1,No,Commercial,No Access,11205450
P08471,Anna Nagar,1673,120,1,1,Yes,Others,Gravel,14702890
P00376,Anna Nagar,1829,24,2,1,Yes,House,No Access,13177330
P03607,Karapakkam,616,84,1,1,No,Commercial,Gravel,6805500
P09520,Adyar,713,60,1,1,No,Others,Gravel,7148255
P09413,Chrompet,838,31,1,1,No,Others,Gravel,8371810
P05722,Velachery,1804,64,3,2,Yes,Commercial,No Access,14524030
P00789,Anna Nagar,1840,48,2,1,Yes,Others,No Access,13802880
P07419,Adyar,876,99,1,1,Yes,Others,No Access,7945255
P05505,Karapakkam,1213,167,1,1,No,Others,Paved,6628625
P07538,Velachery,1541,42,2,1,No,House,No Access,5574400
P03640,Karapakkam,1401,132,2,2,No,House,Paved,7900250
P10010,Velachery,1637,100,2,1,No,Others,Paved,8621960
P06549,Chrompet,1299,104,2,1,Yes,House,Gravel,11845200
P02672,Karapakkam,1160,52,1,1,No,Commercial,Paved,9516250
P03941,Chrompet,770,181,1,1,Yes,House,Paved,8558000
P02361,Karapakkam,1496,60,2,2,Yes,House,Paved,9789500
P08780,Chrompet,911,125,1,1,Yes,Others,Paved,8383570
P03423,T Nagar,1763,93,1,1,Yes,House,Paved,12136090
P03472,Chrompet,858,96,1,1,Yes,Others,Gravel,8905710
P05240,Velachery,1943,36,3,2,No,Commercial,Gravel,15165030
P09799,Velachery,1920,192,3,2,No,Others,No Access,8905640
P06435,Karapakkam,672,34,1,1,Yes,House,No Access,5623500
P08772,Chrompet,912,90,1,1,Yes,Others,Gravel,9962690
P04245,Karapakkam,584,59,1,1,Yes,Commercial,No Access,5109750
P03517,KK Nagar,2222,20,4,2,Yes,Commercial,Gravel,18726320
P01283,Anna Nagar,1939,130,2,1,Yes,Commercial,No Access,21198330
P01941,Karapakkam,1420,76,2,2,No,Others,Gravel,7132750
P04967,Anna Nagar,1993,15,2,1,Yes,House,Paved,13575070
P01276,T Nagar,1818,146,2,1,Yes,House,No Access,13267610
P05484,Karapakkam,1459,126,2,2,Yes,Commercial,Paved,9605500
P06931,Velachery,1889,78,3,2,Yes,House,Paved,8941450
P00549,Chrompet,1155,99,1,1,Yes,House,No Access,9784500
P00811,Anna Nagar,1707,145,1,1,Yes,Commercial,Gravel,20399250
P05193,Adyar,896,135,1,1,No,House,Gravel,6226140
P08362,Velachery,1972,194,3,2,No,House,No Access,10282630
P08808,Velachery,1506,172,2,1,Yes,House,No Access,8202120
P00701,Chrompet,868,179,1,1,Yes,House,Gravel,8634900
P04519,Anna Nagar,1661,143,1,1,Yes,Commercial,No Access,18792260
P07725,Chrompet,962,20,1,1,Yes,Commercial,Paved,12288650
P05508,KK Nagar,1609,49,2,1,Yes,Others,Gravel,11311420
P09273,Chrompet,1250,124,2,1,Yes,House,Gravel,10236350
P02745,Anna Nagar,1796,183,1,1,Yes,Others,Gravel,13800280
P04633,Karapakkam,909,125,1,1,No,Others,Paved,5844625
P09570,Velachery,1930,140,3,2,No,Others,Gravel,11853530
P07260,Anna Nagar,2000,124,2,1,No,Commercial,Gravel,21336660
P08755,Adyar,949,6,1,1,Yes,Others,No Access,6620420
P04939,Anna Nagar,1639,153,1,1,No,Commercial,Gravel,17976550
P06522,Chrompet,923,7,1,1,Yes,House,No Access,7681650
P02304,Karapakkam,502,59,1,1,No,Commercial,Paved,5358500
P09833,Velachery,1511,74,2,1,Yes,House,Gravel,10369970
P05413,Adyar,873,11,1,1,Yes,Commercial,Paved,12590580
P07386,KK Nagar,2155,151,3,2,No,House,Gravel,11217480
P09135,Adyar,647,28,1,1,Yes,House,Paved,7204440
P00142,Chrompet,934,75,1,1,Yes,Others,No Access,9387330
P02308,KK Nagar,2251,156,4,2,Yes,House,Paved,12992320
P04331,Karapakkam,670,19,1,1,Yes,House,No Access,4513000
P05199,Karapakkam,1343,117,2,2,No,Commercial,No Access,7585000
P00302,Chrompet,1021,14,1,1,Yes,Commercial,No Access,12605100
P04063,Karapakkam,882,173,1,1,No,Commercial,No Access,5447000
P09080,Velachery,1573,121,2,1,No,House,No Access,8024600
P00251,Anna Nagar,1979,83,2,1,No,Commercial,No Access,20203750
P03353,T Nagar,1926,100,2,1,No,Commercial,No Access,21006920
P01667,Karapakkam,1347,94,2,2,No,House,No Access,6374000
P08364,T Nagar,1760,173,1,1,Yes,Commercial,Paved,19430380
P05196,KK Nagar,1776,95,2,1,Yes,Commercial,Paved,15140080
P06773,Chrompet,1037,127,1,1,Yes,House,Paved,9966200
P04146,Karapakkam,1365,108,2,2,Yes,Others,Paved,7729875
P03414,Karapakkam,1179,81,1,1,No,Commercial,No Access,10175500
P03885,Anna Nagar,1514,181,1,1,Yes,Others,Paved,11978250
P09491,Chrompet,1103,26,1,1,Yes,Commercial,No Access,13622050
P00679,Chrompet,878,165,1,1,No,Others,Gravel,8960460
P07902,Anna Nagar,1571,138,1,1,No,Commercial,Paved,17542930
P08524,Velachery,1502,185,2,1,No,Others,Paved,7489210
P08449,Velachery,1737,107,2,1,No,Others,No Access,7688390
P06168,Karapakkam,1252,47,1,1,Yes,Others,Gravel,9951000
P04347,Karapakkam,1584,85,2,2,Yes,House,Paved,6972000
P07740,Anna Nagar,1658,17,1,1,No,Others,Paved,12547180
P01195,Anna Nagar,1833,78,2,1,Yes,Commercial,Gravel,21926630
P06946,Chrompet,1057,173,1,1,Yes,House,Gravel,10186950
P04872,Karapakkam,871,187,1,1,No,Others,No Access,6491375
P00187,Chrompet,844,22,1,1,No,Others,No Access,7676730
P06796,Anna Nagar,1741,160,1,1,No,Commercial,Gravel,20560910
P07182,KK Nagar,2497,197,4,2,Yes,Others,Gravel,14367780
P02201,Karapakkam,1265,55,1,1,No,House,No Access,6927750
P02267,Anna Nagar,1769,28,1,1,Yes,Others,Gravel,15502160
P07879,T Nagar,1902,21,2,1,Yes,Others,No Access,13780420
P05507,KK Nagar,1895,63,3,2,No,Commercial,Gravel,16234440
P07368,KK Nagar,1531,188,2,1,Yes,Commercial,Gravel,13926940
P03771,Velachery,1838,68,3,2,No,Others,Gravel,9660660
P08192,Adyar,1288,64,2,2,No,House,Gravel,10621695
P01213,Anna Nagar,1738,19,1,1,No,Others,Paved,13104880
P05129,Karapakkam,1010,197,1,1,Yes,Commercial,No Access,6787250
P03484,Adyar,909,0,1,1,No,Commercial,Paved,9812105
P09577,Velachery,1635,35,2,1,Yes,Commercial,No Access,13836800
P01990,Karapakkam,744,59,1,1,No,Others,Gravel,5236000
P01834,Karapakkam,945,22,1,1,No,House,Paved,4941000
P00646,Chrompet,1063,109,1,1,Yes,House,Gravel,10072650
P05884,Anna Nagar,1823,22,2,1,No,Commercial,No Access,19103360
P05455,KK Nagar,1358,128,2,1,No,Others,Gravel,9324040
P09648,Velachery,1870,164,3,2,No,House,Gravel,8543280
P04868,Chrompet,1207,56,2,1,No,Others,Paved,8929340
P02487,Anna Nagar,1892,123,2,1,No,Others,No Access,13082710
P09843,Velachery,1857,109,3,2,No,Others,Gravel,10738570
P04709,Adyar,1296,39,2,2,Yes,Others,No Access,11651505
P02160,Chrompet,1012,63,1,1,Yes,House,Paved,8331850
P07479,Chrompet,733,156,1,1,No,House,Gravel,7319850
P03349,Karapakkam,1224,129,1,1,Yes,Commercial,Paved,11543250
P10008,Velachery,1587,85,2,1,No,Others,Paved,7299610
P04109,Chrompet,858,86,1,1,No,Others,Paved,8617960
P00779,Chrompet,830,176,1,1,Yes,Commercial,Paved,11842250
P09892,Velachery,1665,91,2,1,No,House,No Access,7516880
P07039,Adyar,1003,49,1,1,Yes,Commercial,Gravel,12344390
P00764,Chrompet,867,108,1,1,Yes,Others,Paved,9455790
P02265,Chrompet,1081,69,1,1,Yes,Others,Gravel,10908570
P08248,Velachery,1976,147,3,2,Yes,Commercial,No Access,15256080
P00746,Chrompet,1118,77,1,1,No,House,Gravel,8688350
P06622,Karapakkam,1283,46,1,1,No,Others,Gravel,8177125
P04644,Chrompet,889,119,1,1,Yes,Commercial,Paved,11546650
P06987,KK Nagar,2236,99,4,2,Yes,Others,Paved,12734420
P07997,KK Nagar,2113,158,3,2,No,Commercial,Gravel,16129140
P00431,T Nagar,1843,168,2,1,No,Commercial,Gravel,20889760
P05517,KK Nagar,1795,47,3,2,Yes,Others,Paved,11511100
P07853,Adyar,1070,70,1,1,No,House,Paved,7770395
P09477,T Nagar,1545,58,1,1,No,Commercial,No Access,16838870
P09738,Velachery,1700,113,2,1,Yes,Commercial,No Access,14602040
P07736,T Nagar,1511,4,1,1,No,Others,Gravel,12703130
P08472,Chrompet,1104,67,1,1,No,Others,No Access,8265980
P03562,Adyar,771,32,1,1,No,House,No Access,8358575
P05558,KK Nagar,1605,97,2,1,Yes,Others,Paved,10918260
P00727,Anna Nagar,1558,55,1,1,Yes,Others,No Access,11950360
P04542,KK Nagar,1550,15,2,1,No,House,Paved,9084140
P01869,Chrompet,853,50,1,1,Yes,Commercial,No Access,11278550
P02217,Adyar,948,61,1,1,Yes,House,Gravel,7168585
P03205,Karapakkam,942,159,1,1,Yes,House,Gravel,5255750
P06182,Chrompet,1102,136,1,1,No,House,Paved,8446600
P03729,Chrompet,823,197,1,1,Yes,House,Paved,7791750
P06986,T Nagar,1792,44,1,1,Yes,Others,Paved,14993670
P01688,Chrompet,871,1,1,1,Yes,Others,Paved,8742520
P09625,Velachery,1644,75,2,1,Yes,House,No Access,7866010
P03510,Chrompet,1081,18,1,1,Yes,House,Paved,8847900
P03359,KK Nagar,1759,96,2,1,No,House,Gravel,10392560
P06513,Anna Nagar,1611,32,1,1,Yes,Others,Gravel,14309040
P09469,Chrompet,1138,50,1,1,Yes,Others,Gravel,10032310
P03611,Anna Nagar,1886,52,2,1,Yes,Commercial,No Access,20007810
P03698,KK Nagar,2207,39,3,2,No,House,Gravel,10327100
P06821,KK Nagar,1678,183,2,1,No,Commercial,Paved,13239280
P08032,Chrompet,886,6,1,1,Yes,Commercial,Gravel,13510550
P02343,Anna Nagar,1691,108,1,1,No,Commercial,Paved,18132160
P07652,Adyar,1278,28,2,2,No,Others,Gravel,11818860
P02254,T Nagar,1835,86,2,1,Yes,Commercial,No Access,20990270
P07105,Anna Nagar,1827,134,2,1,No,House,Gravel,12184280
P02162,Karapakkam,922,182,1,1,Yes,Commercial,Paved,6660500
P02139,Chrompet,1207,115,2,1,No,Commercial,No Access,13690650
P08872,Chrompet,870,171,1,1,Yes,House,No Access,8169350
P03548,Velachery,1651,127,2,1,No,Others,No Access,7102330
P09435,Adyar,846,77,1,1,No,Commercial,Paved,8425520
P07177,Chrompet,1085,92,1,1,No,Commercial,Paved,12732500
P08733,Chrompet,1166,28,1,1,Yes,Commercial,Paved,14814550
P05303,Adyar,601,176,1,1,No,House,Paved,6059870
P01779,Karapakkam,711,144,1,1,No,House,Paved,4188750
P00434,Chrompet,1005,120,1,1,Yes,Others,No Access,8536600
P06764,Velachery,1554,121,2,1,No,House,Gravel,8359690
P04717,Karapakkam,1245,124,1,1,Yes,Commercial,No Access,10972000
P04137,Velachery,1783,104,2,1,Yes,Others,Paved,11793060
P00066,Chrompet,909,120,1,1,No,House,Paved,8083950
P00754,Chrompet,1214,185,2,1,No,Commercial,Paved,12840250
P09450,Velachery,1743,6,2,1,Yes,Others,Gravel,9392380
P05902,Chrompet,1035,126,1,1,No,Commercial,Gravel,13223000
P00590,T Nagar,1848,15,2,1,Yes,House,Gravel,14328620
P07863,Velachery,1880,109,3,2,Yes,Commercial,Paved,15189120
P00252,T Nagar,1790,175,1,1,Yes,Others,No Access,13715380
P07752,Chrompet,862,145,1,1,Yes,Commercial,Gravel,13281200
P02479,Chrompet,927,24,1,1,No,Commercial,Paved,11316450
P00036,Chrompet,1088,193,1,1,No,House,Paved,7525650
P03408,Karapakkam,1362,174,2,2,No,House,No Access,7413750
P01374,T Nagar,1754,200,1,1,Yes,Others,Gravel,14008530
P07734,Chrompet,1097,110,1,1,No,House,Paved,9349850
P03870,Adyar,1295,39,2,2,No,House,Gravel,7527770
P08490,Velachery,1607,85,2,1,Yes,Commercial,Paved,14962620
P03512,Karapakkam,1606,200,2,2,Yes,House,Gravel,7629750
P04552,Karapakkam,1291,74,1,1,Yes,House,No Access,8096500
P03344,KK Nagar,1418,94,2,1,Yes,House,Gravel,9354620
P03200,KK Nagar,1317,116,1,1,No,Commercial,Gravel,11548600
P00174,Anna Nagar,1832,46,2,1,No,Commercial,Gravel,20686670
P05403,Adyar,993,196,1,1,Yes,House,Gravel,7238630
P07974,Adyar,1153,122,1,1,No,House,Gravel,9814930
P00304,Chrompet,724,97,1,1,Yes,House,Paved,8052400
P06889,KK Nagar,1582,108,2,1,Yes,House,Paved,9866820
P05405,Karapakkam,1115,157,1,1,No,Commercial,No Access,9161750
P01457,Adyar,1112,37,1,1,No,House,Paved,6076595
P05015,Karapakkam,1678,72,2,2,Yes,House,No Access,7001750
P06239,Karapakkam,806,54,1,1,Yes,Commercial,No Access,5468500
P09819,Velachery,1503,154,2,1,No,Commercial,No Access,12089360
P04913,KK Nagar,2346,36,4,2,Yes,House,Gravel,12814080
P06296,Karapakkam,839,175,1,1,No,Commercial,Paved,6179750
P00329,Chrompet,760,92,1,1,No,House,Gravel,8523750
P01975,Karapakkam,1506,81,2,2,Yes,Commercial,No Access,9940500
P08369,Velachery,1640,15,2,1,Yes,House,Gravel,9975260
P01724,Karapakkam,896,72,1,1,Yes,Others,Paved,6934500
P04314,Karapakkam,1409,191,2,2,Yes,Others,Paved,8826875
P02359,KK Nagar,1633,93,2,1,No,Others,Paved,9751820
P00980,Chrompet,1139,171,1,1,Yes,Commercial,Paved,14441850
P08599,Chrompet,1101,189,1,1,Yes,Commercial,No Access,13641050
P06120,KK Nagar,2396,109,4,2,Yes,House,Paved,12728180
P09076,Chrompet,1119,8,1,1,Yes,House,Gravel,10386800
P03389,Anna Nagar,1857,188,2,1,Yes,Others,Paved,15740140
P04328,T Nagar,1886,158,2,1,Yes,House,Gravel,13952630
P09272,Velachery,1692,52,2,1,No,House,Gravel,10012960
P09983,Velachery,1655,115,2,1,Yes,Commercial,No Access,13723030
P06129,Karapakkam,622,185,1,1,Yes,House,Paved,6034000
P07844,Velachery,1647,62,2,1,No,House,No Access,6866800
P04972,Adyar,1239,79,2,2,No,Others,No Access,10009165
P03568,KK Nagar,1471,19,2,1,Yes,Others,Gravel,11350880
P05565,KK Nagar,1505,194,2,1,Yes,Others,Paved,10005620
P01332,Chormpet,916,173,1,,Yes,Others,Paved,8847420
P05208,Adyar,693,84,1,1,No,Others,Gravel,6241800
P04925,Velachery,1852,38,3,2,No,House,No Access,7754200
P04961,Chrompet,1191,112,1,1,Yes,Commercial,Paved,13752850
P00678,Chrompet,1061,103,1,1,Yes,Others,Paved,10074070
P02136,KK Nagar,2493,169,4,2,No,Others,Paved,12152660
P04904,Chrompet,1015,132,1,1,No,House,Paved,7568500
P02938,KK Nagar,1911,148,3,2,No,House,Paved,10574160
P07251,Chrompet,1287,101,2,1,No,House,Gravel,9966350
P04253,Karapakkam,1576,93,2,2,Yes,House,Paved,9765250
P07428,Chrompet,840,56,1,1,No,Others,Gravel,8595550
P09755,Velachery,1626,63,2,1,Yes,Others,No Access,9000960
P01712,Chrompet,1262,107,2,1,No,Commercial,Paved,13214700
P05259,Chrompet,1261,57,2,1,Yes,House,Gravel,11037750
P01217,Chrompet,1015,134,1,1,No,Others,Gravel,9168900
P01380,Chrompet,1195,192,1,1,Yes,Commercial,Paved,14168750
P07477,Chrompet,800,15,1,1,Yes,Others,Paved,7959100
P08906,Velachery,1873,184,3,2,Yes,Commercial,No Access,15421030
P02302,KK Nagar,2207,45,3,2,No,House,Gravel,10698900
P01910,Velachery,1732,72,2,1,No,Commercial,Paved,13955470
P02186,Chrompet,961,110,1,1,Yes,Commercial,Paved,12661850
P09581,Velachery,1986,101,3,2,No,Others,No Access,10360480
P00354,Anna Nagar,1823,98,2,1,Yes,Others,Gravel,14531570
P01761,Chrompet,830,84,1,1,No,Others,No Access,6416600
P06594,Chrompet,724,132,1,1,Yes,Commercial,Paved,10529400
P07689,Chrompet,1007,46,1,1,No,Others,No Access,7456590
P03763,Velachery,1875,165,3,2,No,Commercial,No Access,15062480
P02241,Adyar,1150,170,1,1,No,Commercial,No Access,11660780
P04084,Velachery,1693,144,2,1,Yes,Commercial,No Access,12759490
P09680,Velachery,1538,157,2,1,No,House,Paved,6831380
P00067,Anna Nagar,1993,60,2,1,No,Commercial,Gravel,23314580
P03170,Adyar,926,175,1,1,No,Commercial,Paved,12310870
P01103,Anna Nagar,1994,68,2,1,Yes,House,Gravel,15147490
P02209,Chrompet,1061,177,1,1,No,Others,Gravel,9400670
P02937,Anna Nagar,1803,77,2,1,Yes,House,Paved,12827720
P05048,Velachery,1664,47,2,1,Yes,Commercial,Paved,14299300
P09142,Adyar,978,187,1,1,No,House,No Access,6803175
P01848,T Nagar,1914,105,2,1,Yes,House,No Access,13409070
P09607,Velachery,1668,167,2,1,No,Others,Paved,9034940
P04317,Adyar,1205,106,2,2,No,Commercial,Paved,14279490
P05866,Karapakkam,685,73,1,1,No,House,Gravel,5693500
P01946,KK Nagar,2088,170,3,2,No,House,Gravel,11028940
P08559,Chrompet,1014,54,1,1,Yes,Others,Paved,10742130
P00164,Chrmpet,806,137,1,1,Yes,House,Gravel,7778900
P06386,Velachery,1545,157,2,1,Yes,Others,Gravel,9674790
P02365,Chrompet,1045,90,1,1,No,Commercial,Gravel,13520850
P02026,T Nagar,1951,122,2,1,Yes,Others,No Access,13576610
P05838,Karapakkam,898,196,1,1,No,Others,No Access,5164250
P03683,KK Nagar,2339,9,4,2,Yes,Commercial,Gravel,18829680
P04725,KK Nagar,2379,68,4,2,No,House,Paved,11896620
P04264,Karapakkam,1692,94,2,2,Yes,House,Gravel,9966750
P01519,KK Nagar,2352,145,4,2,Yes,Others,Gravel,14404780
P01016,Chrompet,1114,64,1,1,Yes,House,Gravel,9738300
P02338,Anna Nagar,1890,54,2,1,Yes,House,Gravel,13383450
P06763,KK Nagar,2363,64,4,2,No,House,Paved,11472860
P04195,Velachery,1527,17,2,1,No,Commercial,No Access,12148390
P07564,KK Nagar,2193,35,3,2,Yes,Others,Paved,13491940
P05830,Adyar,1206,142,2,2,Yes,Others,No Access,9378105
P04241,Chrompet,728,149,1,1,Yes,House,Gravel,7705900
P02394,Chrompet,1231,23,2,1,Yes,House,No Access,9540150
P07953,Velachery,1735,182,2,1,Yes,Commercial,Paved,15000180
P03149,Karapakkam,1266,0,1,1,Yes,House,No Access,6801500
P09918,Velachery,1977,93,3,2,No,House,No Access,7829240
P04803,T Nagar,1915,4,2,1,Yes,House,No Access,13464510
P08466,Chrompet,1295,126,2,1,Yes,Others,Gravel,11553400
P06250,Chrompet,749,55,1,1,No,Commercial,No Access,9544150
P00099,T Nagar,1884,77,2,1,Yes,Commercial,No Access,20497670
P04607,KK Nagar,1361,60,2,1,Yes,Others,Gravel,10637520
P04104,KK Nagar,1934,28,3,2,No,House,Gravel,10915660
P08940,Chrompet,1055,72,1,1,Yes,House,Paved,10013250
P07184,Chrompet,851,0,1,1,Yes,Others,Gravel,10199620
P04248,Chrompet,1118,176,1,1,Yes,House,No Access,8154400
P03019,Karapakkam,1451,32,2,2,No,House,No Access,5489750
P04383,KK Nagar,2470,70,4,2,No,House,Paved,11632500
P00468,Chrompet,935,78,1,1,No,Commercial,No Access,11056500
P06347,KK Nagar,2500,137,4,2,No,House,Paved,12113600
P04052,Anna Nagar,1984,191,2,1,No,Commercial,Gravel,20654230
P07923,Anna Nagar,1818,111,2,1,No,Others,Gravel,15025660
P08921,Velachery,1741,109,2,1,No,Others,No Access,10991250
P05300,Chrompet,1065,127,1,1,No,Others,Paved,8934000
P08608,Chrompet,858,129,1,1,No,Commercial,Gravel,11597500
P01052,Chrompet,702,14,1,1,No,House,Paved,6437350
P04476,Karapakkam,613,27,1,1,No,House,Gravel,4004250
P01085,Anna Nagar,1896,101,2,1,No,Commercial,Paved,20684660
P05725,Karapakkam,833,154,1,1,No,Others,No Access,3267125
P06433,KK Nagar,2047,122,3,2,No,Others,Gravel,12402500
P02480,T Nagar,1579,94,1,1,Yes,Commercial,Gravel,19124310
P09390,Chrompet,988,53,1,1,Yes,Commercial,Pavd,12019650
P09474,T Nagar,1667,60,1,1,Yes,Others,No Access,13476000
P06015,Karapakkam,1184,29,1,1,No,House,No Access,3793250
P09464,Velachery,1733,0,2,1,No,Commercial,No Access,11011880
P08622,Chrompet,1106,139,1,1,Yes,House,Gravel,9006900
P07131,KK Nagar,2058,48,4,2,No,Commercial,Gravel,17076900
P05293,Chrompet,1055,138,1,1,Yes,House,No Access,8799000
P00310,T Nagar,1735,2,1,1,Yes,Others,No Access,14217890
P08797,Chrompet,809,37,1,1,No,House,Paved,7347950
P06155,KK Nagar,1335,113,2,1,No,House,Gravel,9020160
P04906,Karapakkam,652,128,1,1,No,Others,No Access,5093750
P05966,Chrompet,1095,131,1,1,Yes,Others,Gravel,11301650
P02181,Karapakkam,1477,47,2,2,No,House,Paved,7685250
P03276,Velachery,1819,190,3,2,No,Others,Paved,8380250
P00449,T Nagar,1982,152,2,1,Yes,House,Gravel,15880930
P01405,Anna Nagar,1599,29,1,1,No,House,Gravel,11391530
P03687,Chrompet,941,34,1,1,No,Others,Gravel,9696120
P07810,Chrompet,1198,113,1,1,No,House,Paved,9020650
P07556,Adyar,967,194,1,1,Yes,Commercial,Paved,10008525
P04391,Velachery,1637,155,2,1,Yes,Others,Paved,12129780
P04258,Karapakkam,1678,147,2,2,No,Others,No Access,6765500
P08132,Adyar,1023,8,1,1,No,Others,Paved,8847850
P04691,Karapakkam,774,78,1,1,No,House,Gravel,4577750
P09453,Chrompet,1032,153,1,1,No,Commercial,Gravel,11679950
P00460,Chrompet,889,149,1,1,Yes,Others,Gravel,10010430
P05647,Karapakkam,974,97,1,1,No,House,Paved,5890500
P03557,Karapakkam,790,73,1,1,Yes,House,Paved,6918500
P03983,Karapakkam,931,86,1,1,No,House,Paved,5146250
P09508,Adyar,659,110,1,1,Yes,House,Gravel,7945975
P03072,KK Nagar,2120,143,3,2,Yes,Commercial,Gravel,18604220
P08454,Chrompet,843,142,1,1,No,Others,No Access,7358760
P00821,Chrompet,736,143,1,1,No,Commercial,Gravel,9435600
P00616,Chrompet,1053,121,1,1,Yes,House,No Access,7819750
P03428,Velachery,1596,87,2,1,No,Commercial,Gravel,12536520
P01711,Karapakkam,1368,108,2,2,No,House,No Access,5430500
P02571,Anna Nagar,1544,26,1,1,No,Others,Gravel,13241770
P07776,KK Nagar,1486,6,2,1,No,Commercial,Paved,12549700
P00664,Chrompet,1285,40,2,1,No,Others,No Access,9317950
P02466,Karapakkam,1501,156,2,2,Yes,House,Gravel,7730750
P07861,KK Nagar,2218,162,3,2,No,Others,Gravel,12731260
P09146,Chrompet,1117,133,1,1,Yes,House,No Access,9871100
P02298,Anna Nagar,1561,142,1,1,No,House,Paved,11325590
P04865,Karapakkam,792,183,1,1,No,Others,Gravel,4315500
P07444,Adyar,1212,48,2,2,No,House,Paved,8958560
P06206,T Nagar,1977,155,2,1,No,House,No Access,12133960
P09015,Anna Nagar,1965,156,2,1,No,Commercial,Gravel,22217590
P04544,Karapakkam,775,29,1,1,No,House,Paved,4981250
P07354,Chrompet,892,155,1,1,Yes,Others,No Access,8568240
P04124,KK Nagar,1696,83,2,1,No,Others,Paved,9303620
P09563,Chrompet,833,173,1,1,No,Commercial,Paved,9890550
P04225,Karapakkam,541,15,1,1,Yes,Others,No Access,5995375
P07519,KK Nagar,1414,9,2,1,Yes,Others,Gravel,10332200
P02402,Velachery,1966,35,3,2,No,Commercial,Paved,15899450
P01069,Chrompet,704,127,1,1,Yes,Others,No Access,7769980
P03193,Chrompet,871,2,1,1,No,Others,Gravel,9414770
P07680,KK Nagar,1380,81,2,1,Yes,Others,Gravel,11400820
P00228,T Nagar,1885,113,2,1,No,Commercial,No Access,20602870
P06368,Karapakkam,916,176,1,1,Yes,Others,Paved,5488250
P08591,Chrompet,1115,39,1,1,No,Commercial,Paved,12181500
P07180,Chrompet,919,34,1,1,No,Commercial,Paved,11336600
P05223,Karapakkam,883,115,1,1,No,Others,No Access,4049375
P04218,KK Nagar,2065,29,3,2,Yes,House,Gravel,13033360
P02727,Velachery,1869,106,3,2,No,Others,Gravel,11784400
P09126,Velachery,1625,181,2,1,No,Commercial,Paved,14197950
P06094,Karapakkam,537,186,1,1,Yes,House,Paved,5332000
P09280,Velachery,1534,189,2,1,Yes,House,No Access,9654890
P00723,Chrompet,1082,0,1,1,Yes,House,Gravel,9732850
P03648,Chrompet,1279,143,2,1,No,Others,Gravel,11240430
P08360,T Nagar,1544,197,1,1,No,House,No Access,11566670
P00210,Chrompet,1101,78,1,1,Yes,Commercial,Paved,13675700
P02910,Karapakkam,1230,93,1,1,No,Others,Paved,5436000
P03905,Karapakkam,956,79,1,1,Yes,Commercial,Paved,7686250
P02018,Karapakkam,552,49,1,1,Yes,Others,Paved,5254250
P03231,Chrompet,925,50,1,1,Yes,Others,No Access,8583250
P01220,Anna Nagar,1822,122,2,1,Yes,House,Gravel,14727220
P06051,T Nagar,1781,190,1,1,Yes,Commercial,No Access,20288980
P09035,Anna Nagar,1628,4,1,1,No,Others,Gravel,13088250
P02429,KK Nagar,1736,188,2,1,Yes,House,Gravel,10622100
P03459,KK Nagar,2016,31,3,2,No,House,Gravel,11374960
P06711,Adyar,779,98,1,1,No,Others,Gravel,6146755
P04041,Chrompet,1217,123,2,1,Yes,House,Gravel,10718100
P08344,Velachery,1601,36,2,1,Yes,Commercial,Paved,13026890
